location_code,PSC_Code,FisheryID,FisheryName,Gear
2F 29FWCVSLES CK,2F 29FW,169,Fraser Spt,4
2MN25H02W,2MN25,187,No BC  Spt,4
2MN25P004,2MN25,187,No BC  Spt,4
2MN26P006,2MN26P006,188,Cen BC Spt,4
2MS22P015,2MS22,192,SGaStr Spt,4
2MS24P020,2MS24,189,BC JDF Spt,4
3F10107  010120 H02,3F10107  010120,99,Nook R Spt,4
3F10107  010120 H04,3F10107  010120,99,Nook R Spt,4
5M2220201O0201  11,5M2220201,34,A1-Ast Trl,1
3F10107  010120 R12,3F10107  010120 R,98,Nook R Net,2
3F10107  010120 R12,3F10107  010120,99,Nook R Spt,4
3F10107  010120 R22,3F10107  010120 R,98,Nook R Net,2
3F10107  010120 R22,3F10107  010120,99,Nook R Spt,4
3F10107  010120 R24,3F10107  010120 R,98,Nook R Net,2
3F10107  010120 R24,3F10107  010120,99,Nook R Spt,4
2MS27M401,2MS27,190,WC VI  Spt,4
3F10107  010120 R55,3F10107  010120 R,98,Nook R Net,2
3F10107  010120 R55,3F10107  010120,99,Nook R Spt,4
3F10208  031648 R,3F102,103,Skag R Net,2
3F10107  010566 R,3F10107  010566 R,100,Samh R Spt,4
3F10208  030177 R,3F102,103,Skag R Net,2
3F10107  030005 R,3F10107  030005,100,Samh R Spt,4
2F 29FWSWKALU RI,2F 29FW,169,Fraser Spt,4
3F10107  030005 R16,3F10107  030005,100,Samh R Spt,4
3F102,3F102,103,Skag R Net,2
3F10208  03     R02,3F102,103,Skag R Net,2
3F10107  030005 R71,3F10107  030005,100,Samh R Spt,4
3F10208  030121 R,3F102,103,Skag R Net,2
3F10208  030131 R,3F102,103,Skag R Net,2
3F10208  030154 R,3F102,103,Skag R Net,2
3F10208  030176 R55,3F102,103,Skag R Net,2
3F10208  030176 R55,3F10208  030176,108,Skag R Spt,4
3F10208  030176 R71,3F102,103,Skag R Net,2
3F10208  030176 R71,3F10208  030176,108,Skag R Spt,4
3F10208  030176 R72,3F102,103,Skag R Net,2
3F10208  030176 R72,3F10208  030176,108,Skag R Spt,4
3F10208  030176 S01,3F102,103,Skag R Net,2
3F10208  030176 S01,3F10208  030176,108,Skag R Spt,4
3F10208  030176KR,3F102,103,Skag R Net,2
3F10208  030176KR,3F10208  030176,108,Skag R Spt,4
3F10208  030176 R,3F102,103,Skag R Net,2
3F10208  030176 R,3F10208  030176,108,Skag R Spt,4
3F10208  030179 R,3F102,103,Skag R Net,2
3F10208  030204 R,3F102,103,Skag R Net,2
3F10208  030220 R,3F102,103,Skag R Net,2
3F10208  030221 R,3F102,103,Skag R Net,2
3F10208  030224 R,3F102,103,Skag R Net,2
3F10208  030227 R01,3F102,103,Skag R Net,2
3F10208  030227 R02,3F102,103,Skag R Net,2
3F10208  030232 R,3F102,103,Skag R Net,2
3F10208  030235 R,3F102,103,Skag R Net,2
3F10208  030215 R,3F102,103,Skag R Net,2
3F10208  030239 R,3F102,103,Skag R Net,2
3F10208  030278 R,3F102,103,Skag R Net,2
3F10208  030260 R,3F102,103,Skag R Net,2
3F10208  030267 R,3F102,103,Skag R Net,2
3F10208  030280 R,3F102,103,Skag R Net,2
3F10208  030280AR,3F102,103,Skag R Net,2
3F10208  030280BR,3F102,103,Skag R Net,2
3F10208  030281 R,3F102,103,Skag R Net,2
3F10208  030287 R,3F102,103,Skag R Net,2
3F10208  030291 R,3F102,103,Skag R Net,2
3F10208  030292 R,3F102,103,Skag R Net,2
3F10208  030372 R,3F102,103,Skag R Net,2
3F10208  030435 H,3F102,103,Skag R Net,2
3F10208  030435 H03,3F102,103,Skag R Net,2
3F10208  030435 H04,3F102,103,Skag R Net,2
3F10208  030435 R01,3F102,103,Skag R Net,2
3F10208  030491 R,3F102,103,Skag R Net,2
3F10208  030435 R21,3F102,103,Skag R Net,2
3F10208  030488 H,3F102,103,Skag R Net,2
3F10208  030359 R,3F102,103,Skag R Net,2
3F10208  030496 R,3F102,103,Skag R Net,2
3F10208  030498 R,3F102,103,Skag R Net,2
3F10208  030498AR,3F102,103,Skag R Net,2
3F10208  030498BR,3F102,103,Skag R Net,2
3F10208  030540 R,3F102,103,Skag R Net,2
3F10208  030542 R,3F102,103,Skag R Net,2
3F10208  030555AR,3F102,103,Skag R Net,2
3F10208  030559 R,3F102,103,Skag R Net,2
3F10208  030560 R,3F102,103,Skag R Net,2
3F10208  030562 R,3F102,103,Skag R Net,2
3F10208  030509 R,3F102,103,Skag R Net,2
3F10208  030518 R,3F102,103,Skag R Net,2
3F10208  030563 R,3F102,103,Skag R Net,2
3F10208  030564 R,3F102,103,Skag R Net,2
3F10208  030566 R,3F102,103,Skag R Net,2
3F10208  030574 R,3F102,103,Skag R Net,2
3F10208  030580 R,3F102,103,Skag R Net,2
3F10208  030590 R,3F102,103,Skag R Net,2
3F10208  030673 S02,3F102,103,Skag R Net,2
3F10208  030673BR,3F102,103,Skag R Net,2
3F10208  030673FR,3F102,103,Skag R Net,2
3F10208  030673GR,3F102,103,Skag R Net,2
3F10208  030435 R28,3F102,103,Skag R Net,2
3F10208  030673HR,3F102,103,Skag R Net,2
3F10208  030673TR,3F102,103,Skag R Net,2
3F10208  030673ZR71,3F102,103,Skag R Net,2
3F10208  030676AR,3F102,103,Skag R Net,2
3F10208  030678 R,3F102,103,Skag R Net,2
3F10208  030682 R,3F102,103,Skag R Net,2
3F10208  030683 R,3F102,103,Skag R Net,2
3F10208  030686 R,3F102,103,Skag R Net,2
3F10208  030688 R,3F102,103,Skag R Net,2
3F10208  030601 R,3F102,103,Skag R Net,2
3F10208  030628 R,3F102,103,Skag R Net,2
3F10208  030659 R,3F102,103,Skag R Net,2
3F10208  030661 R,3F102,103,Skag R Net,2
3F10208  030691 R,3F102,103,Skag R Net,2
3F10208  030710 R55,3F102,103,Skag R Net,2
3F10208  030710GR,3F102,103,Skag R Net,2
3F10208  030710ZR,3F102,103,Skag R Net,2
3F10208  030712 R,3F102,103,Skag R Net,2
3F10208  030786 R,3F102,103,Skag R Net,2
3F10208  030797 R,3F102,103,Skag R Net,2
3F10208  030798 R,3F102,103,Skag R Net,2
3F10208  030807 R,3F102,103,Skag R Net,2
3F10208  030796 R,3F102,103,Skag R Net,2
3F10208  030991 R,3F102,103,Skag R Net,2
3F10208  031022 R,3F102,103,Skag R Net,2
3F10208  031026 R,3F102,103,Skag R Net,2
3F10208  031034 R,3F102,103,Skag R Net,2
3F10208  031055 R,3F102,103,Skag R Net,2
3F10208  031056 R,3F102,103,Skag R Net,2
3F10208  041064 R,3F102,103,Skag R Net,2
2MN25P2W HNTR PT,2MN25,187,No BC  Spt,4
3F10208  031087 R,3F102,103,Skag R Net,2
3F10208  030813 R,3F102,103,Skag R Net,2
3F10208  031076 R,3F102,103,Skag R Net,2
3F10208  031067 R,3F102,103,Skag R Net,2
3F10208  031069 R,3F102,103,Skag R Net,2
3F10208  031071 R,3F102,103,Skag R Net,2
3F10208  031073 R,3F102,103,Skag R Net,2
3F10208  031089 R,3F102,103,Skag R Net,2
3F10208  031068AR,3F102,103,Skag R Net,2
3F10208  031074AR,3F102,103,Skag R Net,2
3F10208  030826 R,3F102,103,Skag R Net,2
3F10208  030919 R,3F102,103,Skag R Net,2
3F10208  030950 R,3F102,103,Skag R Net,2
2MS27P124TIBB IT,2MS27,190,WC VI  Spt,4
3F10208  030973 R,3F102,103,Skag R Net,2
3F10208  030973 S,3F102,103,Skag R Net,2
2MS27P124WICK IS,2MS27,190,WC VI  Spt,4
3F10208  041093BR,3F102,103,Skag R Net,2
3F10208  031094 R,3F102,103,Skag R Net,2
3F10208  031095 R,3F102,103,Skag R Net,2
2MS27P125NOOT LT,2MS27,190,WC VI  Spt,4
2MS27P126GRAS IS,2MS27,190,WC VI  Spt,4
3F10208  030293 R,3F102,103,Skag R Net,2
3F10208  031095AR,3F102,103,Skag R Net,2
3F10208  031096 R,3F102,103,Skag R Net,2
3F10208  031157 R,3F102,103,Skag R Net,2
3F10208  031158 R,3F102,103,Skag R Net,2
3F10208  031160 R,3F102,103,Skag R Net,2
3F10208  030286 R,3F102,103,Skag R Net,2
3F10208  031097 R,3F102,103,Skag R Net,2
3F10208  030294 R,3F102,103,Skag R Net,2
3F10208  031163 R,3F102,103,Skag R Net,2
3F10208  031166 R,3F102,103,Skag R Net,2
3F10208  031169 R,3F102,103,Skag R Net,2
3F10208  031175 R,3F102,103,Skag R Net,2
3F10208  031177 R,3F102,103,Skag R Net,2
3F10208  031203 R,3F102,103,Skag R Net,2
3F10208  031204 R,3F102,103,Skag R Net,2
3F10208  031205 R,3F102,103,Skag R Net,2
3F10208  031268 R,3F102,103,Skag R Net,2
3F10208  031270 R,3F102,103,Skag R Net,2
3F10208  031275 R,3F102,103,Skag R Net,2
3F10208  031278 R,3F102,103,Skag R Net,2
3F10208  031299 R,3F102,103,Skag R Net,2
3F10208  031322 R,3F102,103,Skag R Net,2
3F10208  031201 R,3F102,103,Skag R Net,2
3F10208  030325 R,3F102,103,Skag R Net,2
3F10208  031112 R,3F102,103,Skag R Net,2
3F10208  031143 R,3F102,103,Skag R Net,2
3F10208  031148 R,3F102,103,Skag R Net,2
3F10208  031149 R,3F102,103,Skag R Net,2
3F10208  031323 R,3F102,103,Skag R Net,2
3F10208  031328 R,3F102,103,Skag R Net,2
3F10208  031335 R,3F102,103,Skag R Net,2
3F10208  030176 R04,3F102,103,Skag R Net,2
3F10208  030176 R04,3F10208  030176,108,Skag R Spt,4
3F10208  031154 R,3F102,103,Skag R Net,2
3F10208  031340 R,3F102,103,Skag R Net,2
3F10208  031343 R,3F102,103,Skag R Net,2
3F10208  031344 R,3F102,103,Skag R Net,2
3F10208  031345 R,3F102,103,Skag R Net,2
3F10208  031397 R,3F102,103,Skag R Net,2
3F10208  031406AR,3F102,103,Skag R Net,2
3F10208  031407 R,3F102,103,Skag R Net,2
3F10208  031411 R55,3F102,103,Skag R Net,2
3F10208  031411 S,3F102,103,Skag R Net,2
3F10208  031411BR,3F102,103,Skag R Net,2
3F10208  031421 H,3F102,103,Skag R Net,2
3F10208  030332 R,3F102,103,Skag R Net,2
3F10208  030339 R,3F102,103,Skag R Net,2
3F10208  030343 R,3F102,103,Skag R Net,2
3F10208  031451 R,3F102,103,Skag R Net,2
3F10208  031511 R,3F102,103,Skag R Net,2
3F10208  031528 R,3F102,103,Skag R Net,2
3F10208  031533 R,3F102,103,Skag R Net,2
3F10208  030350 R,3F102,103,Skag R Net,2
3F10208  030352 R,3F102,103,Skag R Net,2
3F10208  030354 R,3F102,103,Skag R Net,2
3F10208  031190 R,3F102,103,Skag R Net,2
3F10208  031195 R,3F102,103,Skag R Net,2
3F10208  031206 R,3F102,103,Skag R Net,2
3F10208  031208 R,3F102,103,Skag R Net,2
3F10208  031340AR,3F102,103,Skag R Net,2
3F10208  031592 R,3F102,103,Skag R Net,2
3F10208  031597 R,3F102,103,Skag R Net,2
3F10208  031670 R,3F102,103,Skag R Net,2
3F10208  031743 R,3F102,103,Skag R Net,2
3F10208  030435 R,3F102,103,Skag R Net,2
3F10208  031746 R,3F102,103,Skag R Net,2
3F10208  031774 R,3F102,103,Skag R Net,2
3F10208  031777 R,3F102,103,Skag R Net,2
3F10208  031848 R,3F102,103,Skag R Net,2
3F10208  031849 R,3F102,103,Skag R Net,2
3F10208  031853 R,3F102,103,Skag R Net,2
3F10208  031853AH,3F102,103,Skag R Net,2
3F10208  031947 R,3F102,103,Skag R Net,2
3F10208  031779 R,3F102,103,Skag R Net,2
3F10208  031780 R,3F102,103,Skag R Net,2
3F10208  031791 R,3F102,103,Skag R Net,2
3F10208  031794 R,3F102,103,Skag R Net,2
3F10208  031800 R,3F102,103,Skag R Net,2
3F10208  031820 R,3F102,103,Skag R Net,2
3F10208  031827 R,3F102,103,Skag R Net,2
3F10208  031844 R,3F102,103,Skag R Net,2
3F10208  030435 R02,3F102,103,Skag R Net,2
3F10208  031967 R,3F102,103,Skag R Net,2
3F10208  031979 R,3F102,103,Skag R Net,2
3F10208  031984 R,3F102,103,Skag R Net,2
3F10208  031986 R,3F102,103,Skag R Net,2
3F10208  032016 R,3F102,103,Skag R Net,2
3F10208  030435 R11,3F102,103,Skag R Net,2
3F10208  030435 R27,3F102,103,Skag R Net,2
3F10208  031653 R,3F102,103,Skag R Net,2
3F10208  031654 R,3F102,103,Skag R Net,2
3F10208  032018 R,3F102,103,Skag R Net,2
3F10208  032022 R,3F102,103,Skag R Net,2
3F10208  032033 R,3F102,103,Skag R Net,2
3F10208  032205 R,3F102,103,Skag R Net,2
3F10208  032097 R,3F102,103,Skag R Net,2
3F10208  032106 R,3F102,103,Skag R Net,2
3F10208  032190 R,3F102,103,Skag R Net,2
3F10208  032194 R,3F102,103,Skag R Net,2
3F10208  032195 R,3F102,103,Skag R Net,2
3F10208  032199 R,3F102,103,Skag R Net,2
3F10208  032201 R,3F102,103,Skag R Net,2
3F10208  032478 R,3F102,103,Skag R Net,2
3F10208  030505 R,3F102,103,Skag R Net,2
3F10208  031421 R,3F102,103,Skag R Net,2
3F10208  031656 R,3F102,103,Skag R Net,2
3F10208  031661 R,3F102,103,Skag R Net,2
3F10208  031625 R,3F102,103,Skag R Net,2
3F10208  031636 R,3F102,103,Skag R Net,2
3F10208  032219 R,3F102,103,Skag R Net,2
3F10208  032250 R,3F102,103,Skag R Net,2
3F10208  032214 R,3F102,103,Skag R Net,2
3F10208  032322 R,3F102,103,Skag R Net,2
3F10208  032338 R,3F102,103,Skag R Net,2
3F10208  031679 R,3F102,103,Skag R Net,2
3F10208  032363 R,3F102,103,Skag R Net,2
3F10208  031701 R,3F102,103,Skag R Net,2
3F10208  032453 R,3F102,103,Skag R Net,2
3F10208  032470 R,3F102,103,Skag R Net,2
3F10208  032473 R,3F102,103,Skag R Net,2
3F10208  032476 R,3F102,103,Skag R Net,2
3F10208  032504 R,3F102,103,Skag R Net,2
3F10208  032549 R,3F102,103,Skag R Net,2
2MN25H004SABR PT,2MN25,187,No BC  Spt,4
3F10208  032557 R,3F102,103,Skag R Net,2
3F10208  030421 R,3F102,103,Skag R Net,2
3F10208  030505BR,3F102,103,Skag R Net,2
3F10208  030910 R,3F102,103,Skag R Net,2
3F10208  032560 R,3F102,103,Skag R Net,2
3F10208  032567 R,3F102,103,Skag R Net,2
3F10208  032575 R,3F102,103,Skag R Net,2
3F10208  032580 R,3F102,103,Skag R Net,2
3F10208  032583 R,3F102,103,Skag R Net,2
3F10208  032586 R,3F102,103,Skag R Net,2
3F10208  032591 R,3F102,103,Skag R Net,2
2MS23P29MGOSS IS 04,2MS23P29,192,SGaStr Spt,4
3F10208  030612 R,3F102,103,Skag R Net,2
3F10208  032595 R,3F102,103,Skag R Net,2
3F10208  032598 R,3F102,103,Skag R Net,2
3F10208  032599 R,3F102,103,Skag R Net,2
3F10208  032616 R,3F102,103,Skag R Net,2
3F10208  032621 R,3F102,103,Skag R Net,2
3F10208  032644 R,3F102,103,Skag R Net,2
3F10208  032649 R,3F102,103,Skag R Net,2
3F10208  030622 R,3F102,103,Skag R Net,2
3F10208  030626 R,3F102,103,Skag R Net,2
3F10208  032656 R,3F102,103,Skag R Net,2
3F10208  032679 R,3F102,103,Skag R Net,2
3F10208  032695 R,3F102,103,Skag R Net,2
3F10208  032700 R,3F102,103,Skag R Net,2
3F10208  032734 R,3F102,103,Skag R Net,2
3F10208  032753 R,3F102,103,Skag R Net,2
3F10208  032762 R,3F102,103,Skag R Net,2
3F10208  032775 R,3F102,103,Skag R Net,2
3F10208  032911 R,3F102,103,Skag R Net,2
3F10208  032924 R,3F102,103,Skag R Net,2
3F10208  032945 R,3F102,103,Skag R Net,2
3F10208  032948 R,3F102,103,Skag R Net,2
3F10208  032972 R,3F102,103,Skag R Net,2
2MN26H006KITI HA,2MN26H006,188,Cen BC Spt,4
3F10208  036005 H,3F102,103,Skag R Net,2
3F10208  036001 H,3F102,103,Skag R Net,2
3F10208  0371163E,3F102,103,Skag R Net,2
3F10208  030673 S,3F102,103,Skag R Net,2
3F10208  060072 R,3F102,103,Skag R Net,2
3F10208  0372150E,3F102,103,Skag R Net,2
3F10208  031859AR,3F102,103,Skag R Net,2
3F10208  031864AR,3F102,103,Skag R Net,2
6FKKLUPR FALL,All,300,Escapement,5
3F10208  030701 R,3F102,103,Skag R Net,2
3F10208  030709 R,3F102,103,Skag R Net,2
3F10208  030710 R,3F102,103,Skag R Net,2
3F10208  030710 S,3F102,103,Skag R Net,2
3F10208  030710JR,3F102,103,Skag R Net,2
3F10208  031113 R,3F102,103,Skag R Net,2
3F10208  031867 R,3F102,103,Skag R Net,2
3F10208  030673 S71,3F102,103,Skag R Net,2
3F10208  031161 R,3F102,103,Skag R Net,2
3F10208  030945 R,3F102,103,Skag R Net,2
3F10308  070012 R02,3F10308  070012 R,117,Snoh R Spt,4
3F10208  032047 R,3F102,103,Skag R Net,2
6MO      BGCB,6MO      BGCB,5,Ca KMZ Spt,4
6MO      BGCB,6MO      BG,6,Ca KMZ Trl,1
3F10208  030710IR,3F102,103,Skag R Net,2
3F10208  030999 R,3F102,103,Skag R Net,2
3F10208  031012 R,3F102,103,Skag R Net,2
6MO      BGCV,6MO      BG,6,Ca KMZ Trl,1
2MS27H024FLOR IS,2MS27,190,WC VI  Spt,4
3F10208  031042 R,3F102,103,Skag R Net,2
3F10208  031045 R,3F102,103,Skag R Net,2
3F10208  031047 R,3F102,103,Skag R Net,2
3F10208  031048 R,3F102,103,Skag R Net,2
3F10208  031052 R,3F102,103,Skag R Net,2
6MO      BGHJ,6MO      BG,6,Ca KMZ Trl,1
6MOSFBER,6MOSF,7,So Cal Spt,4
6MOSFBER,6MOSF,8,So Cal Trl,1
3F10208  031053 R,3F102,103,Skag R Net,2
6MO      BGNH,6MO      BG,6,Ca KMZ Trl,1
6MOSFOAK,6MOSF,7,So Cal Spt,4
6MOSFOAK,6MOSF,8,So Cal Trl,1
3F10208  030943 R,3F102,103,Skag R Net,2
3F10308  070012 R52,3F10308  070012 R,117,Snoh R Spt,4
6MO      BGSF,6MO      BGSF,5,Ca KMZ Spt,4
6MO      BGSF,6MO      BG,6,Ca KMZ Trl,1
3F10308  070012 R53,3F10308  070012 R,117,Snoh R Spt,4
3F10308  070012 R55,3F10308  070012 R,117,Snoh R Spt,4
3F10308  070012 R72,3F10308  070012 R,117,Snoh R Spt,4
3F10308  070012 R75,3F10308  070012 R,117,Snoh R Spt,4
6MO      CBNH,6MO      CBNH,4,Ft Brg Trl,1
3F10208  031098 R,3F102,103,Skag R Net,2
3F10208  031099 R,3F102,103,Skag R Net,2
6MO      CBSF,6MO      CBSF,5,Ca KMZ Spt,4
6MO      CBSF,6MO      CBSF,6,Ca KMZ Trl,1
3F10208  031100 R,3F102,103,Skag R Net,2
3F10208  031105 R,3F102,103,Skag R Net,2
6MO      CVFR,6MO      CVFR,3,Ft Brg Spt,4
6MO      CVFR,6MO      CVFR,4,Ft Brg Trl,1
6MOSFSNF,6MOSF,7,So Cal Spt,4
6MOSFSNF,6MOSF,8,So Cal Trl,1
6MO      CVNH,6MO      CVNH,3,Ft Brg Spt,4
6MO      CVNH,6MO      CVNH,4,Ft Brg Trl,1
3F10208  031106 R,3F102,103,Skag R Net,2
3F10208  031110 R,3F102,103,Skag R Net,2
3F10208  031110AR,3F102,103,Skag R Net,2
6MO      FKBG,6MO      FKBG,5,Ca KMZ Spt,4
6MO      FKBG,6MO      FKBG,6,Ca KMZ Trl,1
3F10208  031112BR,3F102,103,Skag R Net,2
3F10208  031178 R,3F102,103,Skag R Net,2
3F10208  031182 R,3F102,103,Skag R Net,2
3F10208  031185 R,3F102,103,Skag R Net,2
3F10208  031189 R,3F102,103,Skag R Net,2
2MN09H003       549,2MN09,178,No BC  Net,2
6MO      FKCB,6MO      FKCB,6,Ca KMZ Trl,1
6MOSFPRI JON,6MOSF,7,So Cal Spt,4
6MOSFPRI JON,6MOSF,8,So Cal Trl,1
3F10208  031202 R,3F102,103,Skag R Net,2
3F10208  031210 R,3F102,103,Skag R Net,2
3F10208  031212 R,3F102,103,Skag R Net,2
6MO      FKCV,6MO      FKCV,6,Ca KMZ Trl,1
6MO      FKSF,6MO      FKSF,6,Ca KMZ Trl,1
6MO      FRPS,6MO      FRPS,7,So Cal Spt,4
6MO      FRPS,6MO      FRPS,8,So Cal Trl,1
3F10208  031340BR,3F102,103,Skag R Net,2
3F10208  031340CR,3F102,103,Skag R Net,2
6MO      NHFR,6MO      NHFR,3,Ft Brg Spt,4
6MO      NHFR,6MO      NHFR,4,Ft Brg Trl,1
3F10208  031341AR,3F102,103,Skag R Net,2
3F10208  031412 R,3F102,103,Skag R Net,2
3F10208  031455 R,3F102,103,Skag R Net,2
3F10208  031481 R,3F102,103,Skag R Net,2
6MO      NHPP,6MO      NHPP,3,Ft Brg Spt,4
6MO      NHPP,6MO      NHPP,4,Ft Brg Trl,1
3F10208  031482 R,3F102,103,Skag R Net,2
6MO      NHPS,6MO      NHPS,8,So Cal Trl,1
6MO      OBBG,6MO      OB,6,Ca KMZ Trl,1
6MO      OBCB,6MO      OB,6,Ca KMZ Trl,1
6MO      OBCV,6MO      OB,6,Ca KMZ Trl,1
3F10208  031494 R,3F102,103,Skag R Net,2
3F10208  031613 R,3F102,103,Skag R Net,2
3F10208  031747 R,3F102,103,Skag R Net,2
3F10208  032779 R,3F102,103,Skag R Net,2
3F10208  032786 R,3F102,103,Skag R Net,2
3F10208  032794 R,3F102,103,Skag R Net,2
3F10208  032815 R,3F102,103,Skag R Net,2
3F10208  031855 R,3F102,103,Skag R Net,2
3F10208  031858AR,3F102,103,Skag R Net,2
3F10208  031859BR,3F102,103,Skag R Net,2
3F10208  031862 R,3F102,103,Skag R Net,2
6MO      OBFK,6MO      OBFK,5,Ca KMZ Spt,4
6MO      OBFK,6MO      OB,6,Ca KMZ Trl,1
3F10208  031989 R,3F102,103,Skag R Net,2
3F10208  031997 R,3F102,103,Skag R Net,2
3F10208  032004 R,3F102,103,Skag R Net,2
3F10208  032013 R,3F102,103,Skag R Net,2
3F10208  032017 R,3F102,103,Skag R Net,2
3F10208  032179 R,3F102,103,Skag R Net,2
6MO      PSMB,6MO      PSMB,7,So Cal Spt,4
6MO      PSMB,6MO      PSMB,8,So Cal Trl,1
3F10208  032289 R,3F102,103,Skag R Net,2
3F10208  032313 R,3F102,103,Skag R Net,2
6MO      SFCV,6MO      SFCV,3,Ft Brg Spt,4
6MO      SFCV,6MO      SFCV,4,Ft Brg Trl,1
6MO      SFFR,6MO      SFFR,3,Ft Brg Spt,4
6MO      SFFR,6MO      SFFR,4,Ft Brg Trl,1
3F10208  032564 R,3F102,103,Skag R Net,2
6MO      SFNH,6MO      SFNH,3,Ft Brg Spt,4
6MO      SFNH,6MO      SFNH,4,Ft Brg Trl,1
6MO      SFPP,6MO      SFPP,4,Ft Brg Trl,1
2MN06H02E       210,2MN06,171,No BC  Trl,1
3F10208  032705 R,3F102,103,Skag R Net,2
3F10208  032712 R,3F102,103,Skag R Net,2
3F10208  032720 R,3F102,103,Skag R Net,2
3F10208  032723 R,3F102,103,Skag R Net,2
6MOEUEUR,6MOEU,5,Ca KMZ Spt,4
6MOEUEUR,6MOEU,6,Ca KMZ Trl,1
6MOEU,6MOEU,5,Ca KMZ Spt,4
6MOEU,6MOEU,6,Ca KMZ Trl,1
6MOEUFLD,6MOEU,5,Ca KMZ Spt,4
6MOEUFLD,6MOEU,6,Ca KMZ Trl,1
6MOEUTRN,6MOEU,5,Ca KMZ Spt,4
6MOEUTRN,6MOEU,6,Ca KMZ Trl,1
6MOFBFTB,6MOFB,3,Ft Brg Spt,4
6MOFBFTB,6MOFB,4,Ft Brg Trl,1
6MOFBMEN,6MOFB,3,Ft Brg Spt,4
6MOFBMEN,6MOFB,4,Ft Brg Trl,1
6MOFBSHC,6MOFB,3,Ft Brg Spt,4
6MOFBSHC,6MOFB,4,Ft Brg Trl,1
6MOMO,6MOMO,7,So Cal Spt,4
6MOMO,6MOMO,8,So Cal Trl,1
6MOMOAVI,6MOMO,7,So Cal Spt,4
6MOMOAVI,6MOMO,8,So Cal Trl,1
6MOMOMON,6MOMO,7,So Cal Spt,4
6MOMOMON,6MOMO,8,So Cal Trl,1
6MOKC,6MOKC,5,Ca KMZ Spt,4
6MOMOMOR,6MOMO,7,So Cal Spt,4
6MOMOMOR,6MOMO,8,So Cal Trl,1
6MOMOMOS,6MOMO,7,So Cal Spt,4
6MOMOMOS,6MOMO,8,So Cal Trl,1
3F10308  050135 R,3F10308  050135 R,116,Stil R Spt,4
6MOMOSBR,6MOMO,7,So Cal Spt,4
6MOMOSBR,6MOMO,8,So Cal Trl,1
6MOMOSCR,6MOMO,7,So Cal Spt,4
6MOMOSCR,6MOMO,8,So Cal Trl,1
6MOMOSCR HBR,6MOMO,7,So Cal Spt,4
6MOMOSCR HBR,6MOMO,8,So Cal Trl,1
1M1        03  DT,1M1   ,195,SE AK  Trl,1
1M1        03  DT,1M1,198,SE AK Net,2
1M1        03  DT,1M1,198,SE AK Net,3
1M1        03  DT,1M1,198,SE AK Net,6
1M1        03  DT,1M1,199,SE AK Sport,4
1M1        03  FF,1M1   ,195,SE AK  Trl,1
1M1        03  FF,1M1,198,SE AK Net,2
1M1        03  FF,1M1,198,SE AK Net,3
1M1        03  FF,1M1,198,SE AK Net,6
1M1        03  FF,1M1,199,SE AK Sport,4
6MOSFBOD,6MOSF,7,So Cal Spt,4
6MOSFBOD,6MOSF,8,So Cal Trl,1
6MOSFEME,6MOSF,7,So Cal Spt,4
6MOSFEME,6MOSF,8,So Cal Trl,1
6MOSFFBA,6MOSF,7,So Cal Spt,4
6MOSFFBA,6MOSF,8,So Cal Trl,1
6MOSFMAR,6MOSF,7,So Cal Spt,4
6MOSFMAR,6MOSF,8,So Cal Trl,1
6MOSFPRI,6MOSF,7,So Cal Spt,4
6MOSFPRI,6MOSF,8,So Cal Trl,1
6MOSFROD,6MOSF,7,So Cal Spt,4
6MOSFROD,6MOSF,8,So Cal Trl,1
6MOSFSAU,6MOSF,7,So Cal Spt,4
6MOSFSAU,6MOSF,8,So Cal Trl,1
6MOSFROD SELBWICNET,6MOSF,7,So Cal Spt,4
6MOSFROD SELBWICNET,6MOSF,8,So Cal Trl,1
1M1        04  DT,1M1   ,195,SE AK  Trl,1
1M1        04  DT,1M1,198,SE AK Net,2
1M1        04  DT,1M1,198,SE AK Net,3
1M1        04  DT,1M1,198,SE AK Net,6
1M1        04  DT,1M1,199,SE AK Sport,4
1M1        04  FF,1M1   ,195,SE AK  Trl,1
1M1        04  FF,1M1,198,SE AK Net,2
1M1        04  FF,1M1,198,SE AK Net,3
1M1        04  FF,1M1,198,SE AK Net,6
1M1        04  FF,1M1,199,SE AK Sport,4
1M1        04  FFA,1M1   ,195,SE AK  Trl,1
1M1        04  FFA,1M1,198,SE AK Net,2
1M1        04  FFA,1M1,198,SE AK Net,3
1M1        04  FFA,1M1,198,SE AK Net,6
1M1        04  FFA,1M1,199,SE AK Sport,4
1M1        04  FFB,1M1   ,195,SE AK  Trl,1
1M1        04  FFB,1M1,198,SE AK Net,2
1M1        04  FFB,1M1,198,SE AK Net,3
1M1        04  FFB,1M1,198,SE AK Net,6
1M1        04  FFB,1M1,199,SE AK Sport,4
6MOSFSLZ,6MOSF,7,So Cal Spt,4
6MOSFSLZ,6MOSF,8,So Cal Trl,1
1M1        04  FFC,1M1   ,195,SE AK  Trl,1
1M1        04  FFC,1M1,198,SE AK Net,2
1M1        04  FFC,1M1,198,SE AK Net,3
1M1        04  FFC,1M1,198,SE AK Net,6
1M1        04  FFC,1M1,199,SE AK Sport,4
1M1        04  FFE,1M1   ,195,SE AK  Trl,1
1M1        04  FFE,1M1,198,SE AK Net,2
